"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName"
"1049","May2017.r","Drank_3+_first_trim","Control mothers","68.7",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,68.7,0,NA
"1050","May2017.r","Drank_3+_second_trim","Control mothers","81.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,81.8,0,NA
"1051","May2017.r","Drank_3+_third_trim","Control mothers","89",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,89,0,NA
"1052","May2017.r","Drank_5+_first_trim","Control mothers","76.8",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,76.8,0,NA
"1053","May2017.r","Drank_5+_second_trim","Control mothers","85.9",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,85.9,0,NA
"1054","May2017.r","Drank_5+_third_trim","Control mothers","90",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,90,0,NA
"1055","May2017.r","Drank_first_trim","Control mothers","57",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,57,0,NA
"1056","May2017.r","Drank_second_trim","Control mothers","75",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,75,0,NA
"1057","May2017.r","Drank_third_trim","Control mothers","86.9",NA,"extracted from table 4 p.11",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,86.9,0,NA
"1058","May2017.r","Drinks_3+_oc_pregn","Control mothers","66",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,66,0,NA
"1059","May2017.r","Drinks_5+_oc_pregn","Control mothers","74",NA,"extracted from table 4 p.10",0,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,74,0,NA
"1060","Petkovic2013a.r","Alcohol consumption: during entire pregnancy","Case mothers","94.5",3,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,2.835,1,"FAS, pFAS diagnosis"
"1061","Petkovic2013a.r","Alcohol consumption: during first trimester","Case mothers","100",0,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,1,"FAS, pFAS diagnosis"
"1062","Petkovic2013a.r","Alcohol consumption: during second trimester","Case mothers","100",0,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0,1,"FAS, pFAS diagnosis"
"1063","Petkovic2013a.r","Alcohol consumption: during third trimester","Case mothers","92.7",4,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.708,1,"FAS, pFAS diagnosis"
"1064","Petkovic2013a.r","Alcohol consumption: during entire pregnancy","Control mothers","97.5",19,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,769,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18.525,0,"FAS, pFAS diagnosis"
"1065","Petkovic2013a.r","Alcohol consumption: during first trimester","Control mothers","97.3",21,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,769,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,20.433,0,"FAS, pFAS diagnosis"
"1066","Petkovic2013a.r","Alcohol consumption: during second trimester","Control mothers","99.2",6,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,769,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.952,0,"FAS, pFAS diagnosis"
"1067","Petkovic2013a.r","Alcohol consumption: during third trimester","Control mothers","99.3",5,"extracted from table 3, page 1554",0,NA,NA,NA,NA,NA,NA,NA,769,"school",NA,NA,NA,"Croatia","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.965,0,"FAS, pFAS diagnosis"
"1068","Urban2008.r","Alcohol consumption: during","Case mothers","18.3673469387755",98,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,82,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18,1,"FAS, pFAS diagnosis"
"1069","Urban2008.r","Current alcohol consumption","Case mothers","33.7837837837838",74,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,82,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,25,1,"FAS, pFAS diagnosis"
"1070","Urban2008.r","Smoking current","Case mothers","20.253164556962",79,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,82,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,16,1,"FAS, pFAS diagnosis"
"1071","Urban2008.r","Smoking during","Case mothers","12.8571428571429",70,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,82,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,9,1,"FAS, pFAS diagnosis"
"1072","Urban2008.r","Alcohol consumption: during","Control mothers","81.4285714285714",70,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,74,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,57,0,"FAS, pFAS diagnosis"
"1073","Urban2008.r","Current alcohol consumption","Control mothers","85.2459016393443",61,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,74,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,52,0,"FAS, pFAS diagnosis"
"1074","Urban2008.r","Smoking current","Control mothers","59.7014925373134",67,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,74,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,40,0,"FAS, pFAS diagnosis"
"1075","Urban2008.r","Smoking during","Control mothers","51.063829787234",47,"extracted from table 3, page 881",0,NA,NA,NA,NA,NA,NA,NA,74,"school",NA,2001,2004,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,24,0,"FAS, pFAS diagnosis"
"1076","Viljoen2002.r","Consumes alcohol: current","Case mothers","19.4",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,6.014,1,"FAS diagnosis"
"1077","Viljoen2002.r","Percentage on weekends","Case mothers","2.29999999999999",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,0.712999999999997,1,"FAS diagnosis"
"1078","Viljoen2002.r","Smoking current","Case mothers","16.1",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.991,1,"FAS diagnosis"
"1079","Viljoen2002.r","Smoking during","Case mothers","16.1",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.991,1,"FAS diagnosis"
"1080","Viljoen2002.r","Consumes alcohol: current","Control mothers","54.8",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,16.988,0,"FAS diagnosis"
"1081","Viljoen2002.r","Percentage on weekends","Control mothers","48.7",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,15.097,0,"FAS diagnosis"
"1082","Viljoen2002.r","Smoking current","Control mothers","51.6",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,15.996,0,"FAS diagnosis"
"1083","Viljoen2002.r","Smoking during","Control mothers","54.8",NA,"extracted from table 4, page 12",0,NA,NA,NA,NA,NA,NA,NA,31,"school",2001,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,16.988,0,"FAS diagnosis"
"1084","Viljoen2005.r","Alcohol consumption: during","Case mothers","7.7",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.081,1,"FAS diagnosis"
"1085","Viljoen2005.r","Alcohol consumption: during first trimester","Case mothers","7.5",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.975,1,"FAS diagnosis"
"1086","Viljoen2005.r","Alcohol consumption: during second trimester","Case mothers","7.5",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.975,1,"FAS diagnosis"
"1087","Viljoen2005.r","Alcohol consumption: during third trimester","Case mothers","11.3",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.989,1,"FAS diagnosis"
"1088","Viljoen2005.r","Consumes alcohol: current","Case mothers","30.2",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,16.006,1,"FAS diagnosis"
"1089","Viljoen2005.r","Drinking before","Case mothers","7.7",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,4.081,1,"FAS diagnosis"
"1090","Viljoen2005.r","Smoking current","Case mothers","32.1",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,17.013,1,"FAS diagnosis"
"1091","Viljoen2005.r","Smoking during","Case mothers","24.5",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,12.985,1,"FAS diagnosis"
"1092","Viljoen2005.r","Smoking during same or more","Case mothers","34.4",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,53,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18.232,1,"FAS diagnosis"
"1093","Viljoen2005.r","Alcohol consumption: during","Control mothers","80.5",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,93.38,0,"FAS diagnosis"
"1094","Viljoen2005.r","Alcohol consumption: during first trimester","Control mothers","80.5",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,93.38,0,"FAS diagnosis"
"1095","Viljoen2005.r","Alcohol consumption: during second trimester","Control mothers","86.7",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,100.572,0,"FAS diagnosis"
"1096","Viljoen2005.r","Alcohol consumption: during third trimester","Control mothers","86.7",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,100.572,0,"FAS diagnosis"
"1097","Viljoen2005.r","Consumes alcohol: current","Control mothers","78.9",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,91.524,0,"FAS diagnosis"
"1098","Viljoen2005.r","Drinking before","Control mothers","74.3",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,86.188,0,"FAS diagnosis"
"1099","Viljoen2005.r","Smoking current","Control mothers","71.4",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,82.824,0,"FAS diagnosis"
"1100","Viljoen2005.r","Smoking during","Control mothers","73.2",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,84.912,0,"FAS diagnosis"
"1101","Viljoen2005.r","Smoking during same or more","Control mothers","82.8",NA,"extracted from table 3, page 599",0,NA,NA,NA,NA,NA,NA,NA,116,"school",2005,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,96.048,0,"FAS diagnosis"
"1102","May2013d.r","ARND diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,107,NA,NA
"1103","May2013d.r","Binge during 3+","Control mothers","29.4||100",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,88.644,0,NA
"1104","May2013d.r","Binge during 3+","Control mothers","70.6||0",NA,"extracted from Table 1, page 505",1,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18.356,0,NA
"1105","May2013d.r","Binge during 5+","Control mothers","58.8||100",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,96.288,0,NA
"1106","May2013d.r","Binge during 5+","Control mothers","41.2||0",NA,"extracted from Table 1, page 505",1,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,10.712,0,NA
"1107","May2013d.r","Drinking days current a week","Control mothers",NA,NA,"extracted from Table 2, page 507",NA,1.73822429906542,0.901243623533652,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1108","May2013d.r","Drinking days during a week","Control mothers",NA,NA,"extracted from Table 2, page 507",NA,0.24785046728972,0.315589316540167,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1109","May2013d.r","Drinking days during first trimester","Control mothers",NA,NA,"extracted from Table 2, page 507",NA,0.405794392523365,0.276386287768522,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1110","May2013d.r","Drinking days during second trimester","Control mothers",NA,NA,"extracted from Table 2, page 507",NA,0.39607476635514,0.288335893786079,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1111","May2013d.r","Drinking days during third trimester","Control mothers",NA,NA,"extracted from Table 2, page 507",NA,0.381495327102804,0.272834888882317,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1112","May2013d.r","Drinking more before","Control mothers","55.6||100",NA,"extracted from Table 1, page 505",0,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,95.456,0,NA
"1113","May2013d.r","Drinking more before","Control mothers","44.4||0",NA,"extracted from Table 1, page 505",1,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,11.544,0,NA
"1114","May2013d.r","Drinks before a week","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,2.2196261682243,2.93363067074218,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1115","May2013d.r","Drinks during a day","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.631775700934579,1.33282030878214,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1116","May2013d.r","Drinks during a weekend","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,1.31971962616822,2.66792598852911,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1117","May2013d.r","Drinks during a week","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,1.36831775700935,2.62226757875998,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1118","May2013d.r","Drinks during first trimester","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.923364485981308,1.49327264073461,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1119","May2013d.r","Drinks during Mo-Thu","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.01,0.01,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1120","May2013d.r","Drinks during second trimester","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.510280373831776,1.42443169803908,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1121","May2013d.r","Drinks during third trimester","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.485981308411215,1.47207799492711,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1122","May2013d.r","FAS diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,107,NA,NA
"1123","May2013d.r","Peak estimated BAC first trimester","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.0267289719626168,0.447827012754793,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1124","May2013d.r","Peak estimated BAC second trimester","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.0340186915887851,0.447877420614486,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1125","May2013d.r","Peak estimated BAC third trimester","Control mothers",NA,NA,"extracted from Table 1, page 505",NA,0.0388785046728972,0.341901990338862,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"1126","May2013d.r","pFAS diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,107,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,107,NA,NA
"1127","May2013e.r","ARND diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,128,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,128,NA,NA
"1128","May2013e.r","Binge during 3+","Control mothers","29.4||100",NA,"extracted from Table 3 page 826",0,NA,NA,NA,NA,NA,NA,NA,128,"school",2013,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,101.172,0,NA
